Layer,Expert_ID,Total_Activations,Shapley_Value
7,42,14,0.5561735261401558
7,66,10,0.49823878383388953
7,44,12,0.4403040415276233
7,106,8,0.43317361170531365
7,65,8,0.4171301446051169
7,47,8,0.34760845383759736
7,21,8,0.34482758620689663
7,1,6,0.29947805253700693
7,69,8,0.23173896922506493
7,4,6,0.17380422691879868
7,55,5,0.13904338153503895
7,92,3,0.11123470522803117
7,45,5,0.10428253615127922
7,37,0,0.0
7,57,0,0.0
7,54,0,0.0
7,126,1,0.0
7,0,25,0.0
7,32,2,0.0
7,28,26,0.0
7,76,4,0.0
7,77,1,0.0
7,78,16,0.0
7,105,0,0.0
7,90,0,0.0
7,71,0,0.0
7,117,0,0.0
7,107,0,0.0
7,118,26,0.0
7,120,2,0.0
7,6,0,0.0
7,14,0,0.0
7,23,0,0.0
7,35,0,0.0
8,25,6559,439.7033028150647
8,110,4892,331.7446735689296
8,54,3717,247.15593083223405
8,70,3533,232.44448564249134
8,127,3309,221.85901001112833
8,68,3217,212.53803245436401
8,62,2938,197.9079318901382
8,35,2308,145.75426944971016
8,116,2204,143.6748503628365
8,23,1849,123.83247700266936
8,103,1768,115.18535087295399
8,94,1772,115.07997391738024
8,75,1660,104.22905792761136
8,26,1438,93.32338962483614
8,4,1417,92.38415312406778
8,6,1340,87.78781979977856
8,84,1406,87.40772575588846
8,37,1315,86.70745272525133
8,74,1236,81.41633708235472
8,113,1130,75.61311510143605
8,39,1132,70.53242919483138
8,64,1099,70.08220939933172
8,99,1137,67.97135706340404
8,109,1011,65.82495042801168
8,121,1061,65.23220244716404
8,14,921,61.08175750834185
8,28,886,58.669115108742204
8,50,873,56.52283024498754
8,27,859,56.03170189098996
8,38,828,54.94299221357119
8,16,794,54.02584067767627
8,11,824,53.8862625139047
8,2,801,53.33949486357392
8,46,786,52.80713138054568
8,66,816,52.181517475557314
8,79,765,51.29524257722289
8,20,767,49.54353075232635
8,15,701,46.843715239154115
8,40,707,46.43631813125731
8,24,696,45.54150205208884
8,8,690,45.52787930151666
8,65,720,44.4342920705548
8,36,676,43.489293659622
8,111,581,38.126764781380885
8,51,548,35.32695058000937
8,3,495,33.33404637631548
8,98,519,33.24400849428639
8,90,460,30.214126807563776
8,18,458,29.774749721913334
8,82,442,29.77293995091541
8,57,445,28.107921845528807
8,106,414,27.830067596474517
8,83,365,24.40853084623931
8,9,363,23.813496477567675
8,122,344,22.57755530836724
8,101,336,22.368990236064715
8,59,320,21.53354154188404
8,72,320,19.870935025845732
8,78,314,19.39655172413796
8,22,285,18.808376149866668
8,117,248,16.018615455080834
8,19,233,15.484684880219177
8,124,244,15.025241721571
8,29,208,13.781565805978298
8,44,232,13.77793507938115
8,10,218,13.624888220026628
8,102,216,13.569765016685231
8,30,211,12.4366580150785
8,5,200,12.227638552640194
8,61,190,11.555498172572726
8,45,160,10.202308120133488
8,0,152,9.598628105302206
8,13,160,8.746858649528281
8,87,136,8.470059325176123
8,42,132,7.96409590903474
8,80,129,7.740081572117183
8,81,117,7.112068965517242
8,91,107,7.032505252749979
8,53,99,5.862995921394147
8,115,93,5.656537566993636
8,118,90,4.923399737081611
8,77,77,4.806476893518055
8,85,70,4.458456255743096
8,126,58,3.730432187525436
8,88,62,3.596167458792601
8,69,60,3.480719317760476
8,76,50,3.023453955932122
8,92,55,2.6765850945495004
8,47,49,2.5325758779596383
8,21,47,2.4873316030156962
8,43,46,2.447163515016686
8,123,42,2.35601285378816
8,107,34,2.1218020022246944
8,58,44,1.8307378568780128
8,52,27,1.5096138566661377
8,56,22,1.3768686073957517
8,67,23,1.350707134911807
8,125,32,1.32091212458287
8,32,21,1.2874387179170272
8,95,23,1.2774610678531706
8,33,23,1.1262513904338156
8,100,21,1.0301850541005158
8,105,29,0.9482758620689657
8,108,15,0.8934276856081225
8,89,14,0.7166081971421236
8,114,18,0.7125973303670747
8,71,18,0.5661051962498014
8,55,10,0.45685682504369945
8,104,10,0.2780867630700779
8,93,8,0.19466073414905452
8,86,5,0.19118464961067855
8,48,4,0.10428253615127922
8,41,2,0.06488691138301818
8,17,15,0.0
8,73,0,0.0
8,112,0,0.0
8,31,0,0.0
8,34,0,0.0
8,12,0,0.0
8,63,0,0.0
8,60,25,0.0
8,97,4,0.0
8,96,26,0.0
8,49,1,0.0
8,120,0,0.0
8,119,0,0.0
8,1,0,0.0
8,7,0,0.0
9,73,7551,517.9357685788103
9,60,6336,412.35210840328926
9,46,4456,285.61827956989106
9,117,2891,195.8292333361802
9,25,2767,183.58096297473716
9,40,2467,152.38619834003535
9,113,2280,146.33388950685656
9,10,2149,145.96831531025214
9,86,1966,131.48650492161127
9,49,1896,125.89705407441774
9,122,1638,109.31440339115636
9,45,1526,98.47608453837846
9,7,1400,91.67162480275218
9,110,1350,91.2207346787425
9,114,1301,84.00206578738253
9,87,1274,83.57996980772356
9,112,1230,83.01964955334066
9,9,1210,81.4181762805225
9,33,1163,78.40501792114753
9,118,1146,76.50986214841953
9,96,1158,75.02714656496613
9,84,1139,74.95335318813027
9,35,1126,74.38221587204173
9,94,1062,70.37581439694827
9,28,1035,68.02369509098145
9,103,1004,65.86484983314749
9,48,969,60.449110122358626
9,37,929,60.44911012235818
9,98,925,60.23718109727702
9,43,917,60.01593651065235
9,22,898,59.53440330525888
9,32,851,57.01423689551934
9,116,835,56.31104157244326
9,127,865,55.86067853170163
9,106,873,55.81766935012529
9,64,871,54.984339324395286
9,111,812,52.51142410486083
9,39,675,43.42622755442573
9,62,644,43.36433379585544
9,79,655,42.13962483567611
9,125,654,41.81203020190776
9,65,644,40.6172201917473
9,105,595,40.49572900707291
9,0,574,38.35236216341011
9,41,608,38.13855017104948
9,24,555,35.838813577968075
9,34,502,33.01993624072563
9,51,446,29.485473277186404
9,69,420,28.406231791938232
9,15,428,28.177272441076997
9,104,409,27.6079816147922
9,102,421,27.16279737342561
9,66,397,26.405781056519935
9,77,392,23.716376782283284
9,44,337,22.52932811944543
9,5,338,21.920637626036072
9,82,326,21.5467071087004
9,109,319,20.629050394157787
9,21,337,20.339439655172406
9,57,261,17.14040733089676
9,14,248,16.601779755283623
9,107,248,16.147821904217924
9,123,238,14.964543937708608
9,68,208,13.744135996517894
9,100,214,13.33657767890246
9,16,211,13.331611843847659
9,13,215,13.139599555061189
9,55,201,12.93848323534086
9,115,186,12.268181120785552
9,11,189,12.164557842046712
9,38,161,10.357533274519593
9,23,154,10.284626385849958
9,26,143,9.009193221226191
9,50,126,8.548685046877486
9,8,138,8.16774530623252
9,92,123,8.110091459646531
9,1,133,7.911568409343724
9,63,114,7.639746238188946
9,83,116,7.633783914494355
9,47,124,7.233566396525246
9,19,119,7.134663515016685
9,88,118,6.70884315906562
9,12,117,6.395995550611808
9,52,97,5.8019011022348135
9,91,78,4.965425501416232
9,89,67,4.3419455961169025
9,76,71,4.32394689751898
9,53,96,4.171301446051175
9,108,67,4.12826420890937
9,4,75,4.101779755283652
9,71,62,4.050042683084562
9,6,53,3.389182424916573
9,85,56,3.2327586206896557
9,17,48,2.9670864452566352
9,20,69,2.780867630700782
9,67,52,2.600111234705228
9,95,39,2.433259176863181
9,70,33,2.0856507230255845
9,124,40,1.6685205784204675
9,75,33,1.077586206896552
9,97,22,1.060205784204672
9,2,17,0.7791223965325459
9,101,26,0.7647385984427145
9,58,11,0.5561735261401557
9,18,14,0.5329996292176493
9,90,20,0.4866518353726363
9,81,6,0.2880184331797236
9,99,3,0.08690211345939935
9,74,12,0.0744875258223423
9,31,3,0.06952169076751948
9,42,0,0.0
9,30,0,0.0
9,56,1,0.0
9,54,0,0.0
9,72,2,0.0
9,78,1,0.0
9,61,1,0.0
9,59,1,0.0
9,80,8,0.0
9,36,1,0.0
9,126,0,0.0
9,121,0,0.0
9,120,0,0.0
9,119,0,0.0
9,93,0,0.0
9,3,0,0.0
9,27,0,0.0
9,29,0,0.0
10,96,4725,311.8837850136473
10,10,2994,191.09526457968406
10,108,2548,167.59783597936638
10,82,2446,161.74800704486273
10,119,2428,161.2921051881067
10,124,2361,149.86890195455155
10,23,2229,141.5759574129978
10,83,2041,130.64516129031878
10,53,1850,123.14688734609548
10,32,1836,122.61823837185467
10,2,1756,118.15258963536336
10,95,1699,113.48652974850297
10,39,1731,113.41831833350287
10,76,1688,113.38891206278508
10,41,1488,99.9015109380787
10,33,1386,92.51830737856847
10,13,1344,91.02683537263592
10,9,1214,81.12778288275236
10,20,1198,79.19550529394762
10,86,1161,78.19285507489275
10,98,1180,76.62449017426869
10,51,1160,75.91916550304092
10,73,1177,75.78596100930795
10,14,1229,75.41017797552821
10,105,1142,75.25557497748778
10,61,1280,73.42649239896232
10,56,1177,72.6754474668817
10,50,1087,71.95155864239375
10,123,1128,68.49972191323728
10,88,941,63.3323555853534
10,120,951,63.187156421790206
10,90,928,62.42385719582579
10,116,955,60.61882483805558
10,26,907,56.387057047513515
10,70,824,55.84121245828669
10,48,779,52.7412402669631
10,16,783,51.88707939377057
10,71,771,51.36891066177027
10,40,737,49.80464404894304
10,107,796,49.70337411939203
10,109,729,49.347067517942094
10,80,745,47.03576890989946
10,113,721,45.41938959955464
10,97,619,42.11624026696307
10,15,641,41.89155880270987
10,62,629,41.65597102193311
10,57,640,41.165019956814945
10,36,545,36.20723568192304
10,110,536,35.84386297274751
10,112,531,34.210465331850216
10,3,497,33.61234705228015
10,121,499,32.91634802558402
10,64,503,32.380555114147846
10,37,494,31.991295237602397
10,103,471,31.45470275614864
10,127,434,29.028781979977662
10,55,442,28.728729320995097
10,45,416,28.055335456443146
10,74,426,27.226432146829648
10,78,446,26.923433444567916
10,118,390,26.378615127919794
10,101,413,25.166852057842082
10,94,402,24.78448275862072
10,19,319,21.248808199586875
10,84,295,19.66606731985308
10,99,303,19.621669579956496
10,100,291,18.73609566184647
10,8,300,18.710815047021924
10,18,275,18.009014645902916
10,102,286,17.78017241379309
10,68,275,17.276140155728587
10,35,273,16.780008089796766
10,27,277,16.44574218267214
10,54,243,15.877016129032258
10,89,235,15.621428680268806
10,59,230,15.240147783251214
10,67,221,15.033370411568367
10,85,222,14.910021789812095
10,31,213,13.968298109009996
10,66,202,12.656107796541587
10,1,194,12.631995977265456
10,43,191,12.50502922869384
10,38,194,12.468564105044248
10,87,160,10.537883973645943
10,34,157,9.945260816111473
10,77,152,9.859989360158641
10,4,130,8.670602663928573
10,72,132,8.395766537983372
10,58,143,8.235160279097997
10,25,124,8.183282350760113
10,7,119,7.5933135582746205
10,29,116,7.307502162897058
10,115,128,7.183908045977025
10,63,105,6.777473546105355
10,22,98,6.478391628558494
10,92,93,6.104699666295886
10,81,102,5.940944483769852
10,21,90,5.54869994438265
10,114,84,5.296981425327996
10,30,80,5.058725381142444
10,69,103,5.057703003337046
10,60,112,4.982387838338899
10,111,116,4.657953281423809
10,42,77,4.24082313681869
10,65,62,3.891735498071145
10,5,59,3.627768227323292
10,6,55,3.6215651135005973
10,126,57,3.5247497219132398
10,0,60,3.031145717463849
10,122,54,3.031145717463848
10,47,45,2.259454949944383
10,91,44,2.252502780867631
10,52,33,1.2513904338153505
10,17,23,1.223581757508343
10,28,23,0.9906840934371524
10,12,14,0.7230255839822025
10,106,9,0.38932146829810904
10,46,7,0.20856507230255844
10,11,0,0.0
10,24,0,0.0
10,75,2,0.0
10,44,0,0.0
10,49,1,0.0
10,79,0,0.0
10,104,0,0.0
10,93,0,0.0
10,117,0,0.0
10,125,0,0.0
11,2,7861,512.6529477196249
11,40,3978,259.4096097112841
11,12,3168,201.67083796811983
11,28,2532,172.6653954128909
11,122,2406,161.0757121439257
11,67,1757,116.72452149898584
11,114,1704,114.91935483870833
11,9,1749,114.28156889297655
11,100,1666,106.70688229086619
11,97,1481,95.79864724245508
11,73,1466,93.93042534032516
11,89,1307,86.21124165739577
11,55,1296,85.00999609175405
11,86,1293,84.4357487155036
11,16,1252,83.74155044066224
11,50,1244,83.10769275803568
11,49,1255,81.78613492115304
11,22,1153,77.77325335028324
11,26,1182,77.57016342945063
11,61,1353,77.42398961809513
11,21,1148,76.88937320537059
11,92,1102,72.92204632131
11,78,1072,71.65079254727537
11,79,1141,71.57258064516047
11,19,1070,69.77571232993861
11,18,1018,67.11268334325041
11,47,1067,64.70924483994467
11,116,942,63.40129906244966
11,29,948,62.64962276926102
11,8,927,61.04873470522731
11,125,931,60.27530589543916
11,98,962,59.90286826632815
11,90,831,56.51534111976219
11,54,836,56.47710418984101
11,24,864,55.014831294029946
11,7,824,54.729928678924566
11,115,843,54.67301631442403
11,39,846,54.26350916222667
11,94,776,51.90042507548109
11,25,885,50.84021929127621
11,85,760,50.82421826720994
11,68,763,50.19644334160454
11,69,777,49.90393366366668
11,58,808,48.10901001112373
11,82,726,46.94369405159153
11,37,740,46.600389321468484
11,13,784,44.517055988134715
11,23,651,42.45617736181987
11,63,633,41.64884059211098
11,41,603,39.35185185185173
11,30,559,37.41056982505788
11,87,569,36.123470522802954
11,51,537,34.39897607027742
11,71,531,34.36487401460544
11,111,545,34.265125501765084
11,81,512,33.642061137889904
11,109,495,31.113274008156985
11,42,461,30.122500784347192
11,4,463,28.900166852057783
11,99,331,21.59269227713332
11,0,321,20.73257725975715
11,102,347,20.635301850541033
11,48,309,20.21793762616907
11,56,292,18.701334816462776
11,96,280,17.55106684194559
11,62,273,16.878873351342826
11,120,250,15.927088299168364
11,46,253,15.749336870026527
11,64,262,15.681003584229437
11,75,236,15.611095661846468
11,38,229,15.264976958525386
11,52,240,15.169632925472781
11,1,244,15.07296466973884
11,65,218,14.691423009693354
11,117,229,14.686953758144012
11,45,207,13.779678570058731
11,5,221,13.167408231368182
11,103,217,12.219774107983225
11,101,178,11.62841753995668
11,66,183,11.549290878754197
11,126,181,11.15591397849465
11,76,173,10.996517870097213
11,104,158,10.123682398432122
11,3,164,9.970228358306615
11,32,148,9.378807140208698
11,59,141,9.368962590012307
11,36,126,8.110863922877288
11,95,120,7.667833540535223
11,60,125,7.63348164627365
11,43,124,6.604560622914366
11,70,103,6.421276165436351
11,113,109,6.395995550611789
11,110,110,6.383355243199523
11,53,91,5.7876807563960035
11,107,97,5.587805895439373
11,17,81,5.405311457174637
11,124,81,5.343238518989351
11,121,80,4.486466444197263
11,15,82,4.159714497589914
11,72,62,3.8899041262778735
11,14,64,3.861613914450403
11,10,47,2.8377490140560244
11,84,50,2.8225806451612905
11,108,38,2.0393029291805713
11,106,31,1.7945286429365974
11,33,30,1.6585889083108227
11,6,37,1.5758249907304414
11,127,24,1.0984427141268076
11,31,19,1.0659992584352986
11,93,31,1.0365052078066541
11,83,19,0.9534403305259816
11,118,30,0.6488691138301818
11,77,9,0.3823692992213572
11,112,11,0.2085650723025584
11,11,6,0.17380422691879868
11,88,2,0.04634779384501299
11,44,0,0.0
11,35,0,0.0
11,27,0,0.0
11,34,2,0.0
11,20,22,0.0
11,91,0,0.0
11,74,0,0.0
11,57,2,0.0
11,105,29,0.0
11,80,0,0.0
11,119,0,0.0
11,123,0,0.0
12,6,7138,464.1924669385242
12,90,4037,262.8578537556507
12,104,3034,195.46023359287807
12,115,2380,158.97872636262602
12,103,2444,156.8084909158272
12,9,2158,143.32982828142354
12,49,1874,120.13637838339078
12,43,1833,118.18152648241461
12,56,1809,115.97035922266261
12,38,1712,111.83722654801807
12,14,1821,109.84124873047493
12,32,1498,96.29032258064768
12,74,1472,94.91849918712973
12,63,1476,94.44521690767611
12,40,1377,89.85910270671094
12,23,1364,88.89708371620785
12,24,1294,86.75832996258568
12,53,1267,78.2498230356949
12,58,1182,77.327673109009
12,121,1200,75.67783648498356
12,114,1115,74.39452927495213
12,107,1142,73.05502846299768
12,99,1130,69.50778642936612
12,127,1062,67.8705506117913
12,15,1026,66.50772099718654
12,68,1092,66.47737251917427
12,25,968,61.74916573971151
12,26,922,61.29759075740683
12,71,937,59.96941045606281
12,30,940,58.34801013471706
12,116,900,57.085487142576916
12,79,868,56.747723808346194
12,113,845,55.18631813125761
12,65,825,55.18126200829168
12,124,889,54.84191837083901
12,64,816,54.57452725250303
12,85,864,54.16732877800772
12,92,835,53.857063403781986
12,123,796,52.43673526140114
12,12,827,52.430941787170475
12,67,790,51.26908686419232
12,0,796,50.0966983517039
12,120,842,49.25115207373255
12,96,765,49.15788073705072
12,52,729,47.422219975056265
12,118,791,44.58326712219925
12,36,670,42.532161338685306
12,16,614,39.66646968854271
12,69,623,37.25590161908255
12,78,544,35.54964918285279
12,110,540,34.34687531600742
12,101,479,31.246839923147107
12,126,479,30.520022246941
12,47,444,28.57341490545033
12,76,450,28.557965640835597
12,44,477,27.34620592929336
12,95,393,25.068362995921404
12,51,383,24.117706542622994
12,7,345,20.605159579019436
12,33,293,18.53301914407822
12,97,278,17.915204928553102
12,35,273,17.753058954393747
12,21,272,17.16819858322113
12,20,273,17.138926292371682
12,46,262,16.273637374860925
12,34,240,14.903712458287028
12,50,247,14.492112448174755
12,94,209,13.766874810395361
12,125,228,13.661012235817621
12,80,232,13.651532005258387
12,17,211,13.649951966831807
12,62,205,12.62977382276606
12,61,202,12.530589543937689
12,100,194,11.80604712306605
12,105,206,11.71756497118011
12,1,174,11.23209816462736
12,41,179,10.840035937366318
12,8,174,10.562951890989996
12,37,170,10.557816766103764
12,28,159,10.023392004187654
12,93,152,9.73955436596219
12,60,166,9.691323692992222
12,112,157,9.400325758779601
12,75,151,9.072580645161276
12,111,139,8.756422480004247
12,11,135,8.7112785249604
12,66,140,7.647385984427158
12,4,119,7.350338760238656
12,3,123,7.160734149054501
12,18,106,6.81944584892305
12,117,107,6.726223581757495
12,19,103,6.70594642195031
12,91,104,6.5724736887139645
12,122,112,6.500278086763068
12,70,100,6.212259653583344
12,84,102,6.0483870967741975
12,108,83,5.2401974416017785
12,59,84,4.991657397107897
12,42,81,4.877213998459826
12,22,76,4.784356355546566
12,29,74,4.50255185500229
12,73,69,4.39933259176863
12,98,72,4.240823136818692
12,102,69,4.166335610996344
12,54,64,3.842653453331989
12,106,54,3.2422388512488656
12,109,58,3.228896304535902
12,57,55,3.1632369299221335
12,39,51,3.148923640646472
12,55,52,2.6835372636262522
12,2,42,2.5348678018310955
12,77,36,1.5989988876529486
12,89,37,1.0428253615127923
12,45,17,0.6952169076751947
12,27,27,0.5793474230626623
12,5,12,0.3823692992213571
12,119,9,0.37078235076010385
12,72,2,0.023173896922506494
12,81,0,0.0
12,13,0,0.0
12,88,25,0.0
12,87,11,0.0
12,48,1,0.0
12,31,25,0.0
12,10,26,0.0
12,82,0,0.0
12,83,0,0.0
12,86,0,0.0
13,105,2920,180.3392658509448
13,89,2722,178.46797367444927
13,18,2428,160.29538993944243
13,127,2016,136.05703868496192
13,64,2080,135.9454949944439
13,65,1986,133.03844549499917
13,109,1957,131.47036759189578
13,1,1933,128.9459996704171
13,99,1867,123.95282953281813
13,120,1713,116.20693464580111
13,57,1542,104.12031887282275
13,123,1540,103.09735685152677
13,118,1584,103.0437860248769
13,125,1520,101.46551724138014
13,102,1451,98.75475334350789
13,44,1470,94.4669424360388
13,41,1315,87.03343220862514
13,6,1341,83.29330569319264
13,26,1221,82.45015037284196
13,83,1227,81.7942367830082
13,28,1263,81.26622172784516
13,21,1155,72.56460169418963
13,95,1057,71.77326659250983
13,47,1080,71.13807007786421
13,32,1065,70.68369617034797
13,12,1044,70.0826260533011
13,113,1080,68.22751775476964
13,79,1038,68.20077864293589
13,82,1029,68.15211345940052
13,76,1014,67.7387490730443
13,75,1025,63.22049752249971
13,112,977,63.218073353955425
13,55,984,63.05617352613938
13,98,944,62.94416635768168
13,25,940,62.54856994834432
13,24,972,62.50386231615301
13,19,927,60.935761957731415
13,91,893,60.1200946788432
13,15,962,60.095708194290744
13,66,968,60.04146020831226
13,121,933,59.580088987764775
13,16,895,58.920920364189904
13,77,820,54.474107032505515
13,58,880,53.88465816719399
13,52,855,53.09801896286869
13,62,806,52.38111790878792
13,36,746,49.79885057471247
13,42,749,49.15388012824725
13,40,733,49.027343042657776
13,104,661,44.9110122358181
13,23,672,43.163901920007596
13,63,608,40.74070395677749
13,8,549,36.2594240514152
13,107,545,35.722562106043895
13,68,524,35.23591027067114
13,61,531,35.112798943270185
13,80,581,34.764504420116154
13,115,517,34.652520888842915
13,0,513,33.59288097886534
13,72,500,33.2972308412855
13,29,482,32.789177897922706
13,14,483,32.45761751740626
13,33,487,31.427463263274966
13,110,461,31.226322322709567
13,81,448,29.445332777159756
13,49,441,29.28661156073789
13,122,399,27.024471635150174
13,2,391,25.841050779936282
13,103,369,23.766938011932357
13,31,378,22.632470421680686
13,13,335,22.574550108948994
13,78,338,22.380834672269675
13,20,335,22.255024963137306
13,119,301,20.398957497995156
13,108,283,18.947820811002057
13,84,261,17.392548568176494
13,92,264,16.565280867630673
13,10,246,15.051446051167929
13,124,224,14.621901318925808
13,85,224,14.334801225105553
13,116,218,14.051326871126694
13,45,201,13.490441575911197
13,50,193,12.513904338153527
13,27,184,11.849406317096507
13,93,175,11.65374381120637
13,4,180,11.522305485627326
13,34,156,9.88812355608797
13,53,149,9.663515016685196
13,101,137,8.780891812158448
13,97,133,8.412124582869867
13,51,125,8.166753909572748
13,74,123,8.002939774352468
13,117,119,7.149147200593243
13,30,113,6.936719812136954
13,67,94,6.123702261772337
13,86,87,5.601236222064927
13,17,65,4.298757879124957
13,37,74,4.101779755283651
13,48,55,3.505051909529108
13,106,58,3.438163616139148
13,5,50,3.2990359658880237
13,7,55,3.1999289333827723
13,87,52,3.1874641857956645
13,126,52,2.8106626410297144
13,111,41,2.6198700310286283
13,54,42,2.5669547360314877
13,59,44,2.529265321256423
13,35,47,2.328976640711903
13,73,33,2.016129032258065
13,9,34,1.946607341490545
13,38,44,1.4599555061179101
13,43,23,1.2027252502780874
13,71,17,1.018288294183079
13,11,17,0.8728834507477443
13,60,15,0.6256952169076753
13,90,5,0.22015202076381168
13,88,4,0.10428253615127922
13,56,0,0.0
13,46,0,0.0
13,69,0,0.0
13,96,0,0.0
13,94,0,0.0
13,70,0,0.0
13,114,0,0.0
13,100,0,0.0
13,3,0,0.0
13,22,0,0.0
13,39,0,0.0
14,50,7542,500.7146829810429
14,114,6568,426.93656531945027
14,40,3436,217.5797182054208
14,30,3135,205.208852748268
14,71,2911,189.5558557127016
14,58,2196,147.6390433815383
14,8,2026,133.51760576886443
14,90,1689,112.60527570316317
14,11,1653,108.88560388736143
14,18,1522,102.71668132550305
14,82,1460,99.29126859542971
14,51,1514,98.90989988876677
14,60,1559,98.31236095661947
14,111,1371,93.10448785254803
14,20,1395,90.65242244469226
14,15,1360,87.97390619206574
14,48,1315,85.99171036601476
14,17,1338,83.86053948832001
14,10,1172,77.94513283493309
14,39,1112,72.37208008898779
14,81,1047,68.8380608083058
14,100,998,67.21130713712975
14,49,987,66.45430950214022
14,79,1046,65.51840007415727
14,28,1031,65.18353726362665
14,16,904,61.52037617554914
14,62,889,59.90250842320784
14,55,873,59.18139262480239
14,87,917,57.40753615127979
14,61,846,56.856804979719044
14,80,894,55.28578762727774
14,73,836,54.073391731554175
14,21,743,49.37093403444927
14,103,706,47.66268075639661
14,66,688,46.5536642781389
14,31,726,46.21915507025977
14,7,692,45.656607180280865
14,84,659,44.84391572030987
14,53,664,44.11256615094197
14,86,651,42.42160092410364
14,64,625,41.967927326659215
14,75,648,41.704992726961514
14,88,626,40.74805339265847
14,96,628,39.73599137931003
14,22,615,39.27512050426371
14,37,577,38.836642284917986
14,105,602,38.73993980239499
14,47,562,38.09788654060047
14,74,532,34.643968338411426
14,63,554,34.07826878349685
14,101,510,33.285992372477175
14,125,446,30.532662554353166
14,36,459,30.143000770086527
14,32,447,29.491101223581666
14,108,470,29.16434927697425
14,107,395,25.827308120133402
14,52,364,24.19678195410914
14,92,354,23.80380557521821
14,33,354,23.5035982741768
14,121,315,21.238876529477142
14,98,332,20.906717340254595
14,14,321,20.750096479081016
14,93,313,20.037360352081976
14,3,283,19.10740469208211
14,4,268,18.240022662771747
14,95,266,17.758929674947446
14,104,266,16.154900794164096
14,85,251,16.044515692817765
14,117,243,15.628476084538406
14,13,259,14.10131627734519
14,123,207,13.987904630285035
14,5,227,13.480887855192654
14,68,201,12.997775305895415
14,76,171,11.117908787541705
14,116,160,10.682300167371844
14,26,151,9.953727656051939
14,6,154,9.615718854282552
14,67,145,9.49492491657397
14,9,160,9.425154934053708
14,35,141,9.364980697507047
14,94,137,9.133675464320648
14,110,144,8.936020181153655
14,2,151,8.707591768631818
14,59,124,7.677975528364847
14,34,109,7.0051379840034
14,29,103,6.838230750216291
14,91,115,6.7870550611790765
14,77,113,6.764460511679649
14,102,122,6.729699666295893
14,115,103,6.59065628476084
14,19,109,6.589663117749877
14,72,83,4.8734705228031165
14,109,80,4.759918427882837
14,27,80,4.7187847608453835
14,42,73,4.633284294377265
14,24,74,4.6249480342917515
14,78,80,4.582111436950149
14,12,65,3.9573885513818765
14,23,60,3.6411985539488314
14,119,108,3.6151279199110165
14,113,53,3.2920565334031284
14,69,52,2.9000476720165262
14,1,46,2.627919911012235
14,46,48,2.5583982202447166
14,70,46,2.2768353726362642
14,38,40,2.273359288097887
14,57,34,1.835372636262515
14,0,36,1.5758249907304414
14,126,29,1.5294771968854282
14,99,32,1.512096774193549
14,118,36,1.1818687430478318
14,97,24,1.0544123099740457
14,44,17,0.8759733036707453
14,89,14,0.45189098998887656
14,83,9,0.38932146829810904
14,54,2,0.03476084538375974
14,45,0,0.0
14,56,0,0.0
14,106,8,0.0
14,65,0,0.0
14,124,0,0.0
14,127,0,0.0
14,120,0,0.0
14,122,0,0.0
14,112,0,0.0
14,25,0,0.0
14,41,0,0.0
14,43,0,0.0
15,39,8102,526.8926257933398
15,69,4009,264.28439006302244
15,96,3901,259.05939549691806
15,109,3667,238.15603195468535
15,59,2895,190.92394327030627
15,61,2800,183.71686132740282
15,3,2647,176.89709433246153
15,23,2180,142.66570135399755
15,7,2043,133.74582869855143
15,38,1675,113.56271628970342
15,10,1719,112.77866611049517
15,20,1629,108.16843276154934
15,70,1524,102.11918471504123
15,54,1557,99.19632925472953
15,126,1387,91.04830985045157
15,89,1269,83.01255781277457
15,85,1203,80.8359761437057
15,116,1255,79.05880271008213
15,4,1218,77.37416573971085
15,72,1161,76.45007610795611
15,101,1169,76.39275120504368
15,77,1134,74.67361395702822
15,60,1136,74.56468725934705
15,6,1103,71.73479792361917
15,35,1018,68.1152134850679
15,56,1007,66.7234427141271
15,87,925,60.96279817080731
15,37,917,60.56497960697096
15,103,938,60.43172969966687
15,58,926,60.30620442466956
15,55,883,59.37687173782761
15,2,834,56.461268693609775
15,5,794,53.13050380051895
15,81,742,49.989957977999886
15,90,735,49.36307435612178
15,71,729,48.63710746983788
15,83,739,47.82258064516122
15,16,703,45.096403411197954
15,57,696,43.37863830181702
15,49,669,43.179290120335686
15,44,613,40.45979450851826
15,100,582,38.35036004917749
15,95,625,38.30645161290328
15,120,574,37.55193679251445
15,34,525,33.86285687801262
15,78,489,31.308826046034262
15,0,456,29.80818058712594
15,24,416,27.394220073586137
15,80,439,27.20194155121836
15,32,428,27.046718576195712
15,106,421,27.000029272290956
15,52,426,26.43742088911061
15,53,398,25.87944938820915
15,33,397,25.447719688542758
15,107,372,24.427604746013955
15,18,368,24.0972875844957
15,98,369,23.79780953195869
15,125,358,23.683722654801613
15,115,337,21.684974045235467
15,51,320,20.72295240325513
15,27,302,19.198210429889418
15,104,287,18.078799676408106
15,14,254,15.930766695505342
15,25,207,13.805403439719374
15,41,202,13.433618372265457
15,12,186,12.215954234864153
15,86,208,11.96766248212297
15,30,213,11.77233963663329
15,36,183,11.396209463506487
15,119,186,11.212855553789923
15,99,170,10.755414512857412
15,102,161,10.295003707823518
15,121,163,10.246427654659024
15,31,161,10.20742000916052
15,84,155,9.944761856608363
